Vds	Vsg = 150	Vsg = 300	Vsg = 450	Vsg = 600	Vsg = 750	Vsg = 900
0.15	-2.2672e-06	-2.1556e-06	-1.9328e-06	-2.7936e-06	-2.0808e-06	-2.1766e-06
0.145	-2.29e-06	-2.0872e-06	-1.7036e-06	-2.1526e-06	-1.3156e-06	-2.0142e-06
0.14	-2.2868e-06	-2.1988e-06	-1.9186e-06	-1.8176e-06	-1.4972e-06	-1.6028e-06
0.135	-2.4306e-06	-2.3784e-06	-2.2482e-06	-1.9084e-06	-2.5574e-06	-1.9052e-06
0.13	-2.448e-06	-2.4116e-06	-2.182e-06	-2.076e-06	-2.3254e-06	-2.187e-06
0.125	-2.513e-06	-2.4312e-06	-2.3276e-06	-2.366e-06	-2.3474e-06	-2.1878e-06
0.12	-2.7502e-06	-2.5444e-06	-2.5036e-06	-2.705e-06	-3.4396e-06	-2.3596e-06
0.115	-2.91959999999999e-06	-2.7196e-06	-2.5354e-06	-2.813e-06	-3.45779999999999e-06	-2.4258e-06
0.11	-2.9784e-06	-2.8752e-06	-2.866e-06	-2.8992e-06	-2.7976e-06	-2.733e-06
0.105	-3.0728e-06	-2.967e-06	-3.1606e-06	-3.125e-06	-3.0334e-06	-2.9884e-06
0.1	-3.16860000000001e-06	-3.0536e-06	-3.40120000000001e-06	-3.0722e-06	-3.341e-06	-2.9742e-06
0.095	-3.22240000000001e-06	-3.19280000000001e-06	-3.69440000000001e-06	-3.30180000000001e-06	-2.89680000000001e-06	-3.18400000000001e-06
0.09	-3.35880000000001e-06	-3.46920000000001e-06	-3.75160000000001e-06	-3.75080000000001e-06	-2.88060000000001e-06	-3.71660000000001e-06
0.0850000000000001	-3.69300000000001e-06	-3.84060000000001e-06	-3.85900000000001e-06	-3.90100000000001e-06	-3.45300000000001e-06	-3.71040000000001e-06
0.0800000000000001	-4.10380000000001e-06	-4.13700000000001e-06	-4.27140000000001e-06	-4.32940000000001e-06	-3.84860000000001e-06	-3.73400000000001e-06
0.0750000000000001	-4.481e-06	-4.425e-06	-4.36800000000001e-06	-4.7692e-06	-4.5302e-06	-4.58800000000001e-06
0.0700000000000001	-4.9122e-06	-4.85299999999999e-06	-4.513e-06	-4.8434e-06	-5.4222e-06	-5.0706e-06
0.0650000000000001	-5.32159999999999e-06	-5.31919999999999e-06	-5.1766e-06	-5.115e-06	-6.1768e-06	-5.1174e-06
0.0600000000000001	-5.643e-06	-5.72719999999999e-06	-5.5896e-06	-5.637e-06	-6.4982e-06	-5.1708e-06
0.055	-6.0546e-06	-6.2926e-06	-6.09319999999999e-06	-6.0434e-06	-6.55619999999999e-06	-5.57199999999999e-06
0.05	-6.5622e-06	-7.0272e-06	-7.02119999999999e-06	-6.5584e-06	-6.81159999999999e-06	-5.88799999999999e-06
0.045	-7.1198e-06	-7.68519999999999e-06	-7.71099999999999e-06	-7.37019999999999e-06	-7.24419999999999e-06	-6.206e-06
0.04	-7.90359999999999e-06	-8.27979999999999e-06	-8.24859999999999e-06	-8.37699999999999e-06	-7.71559999999999e-06	-7.22699999999999e-06
0.035	-8.90299999999999e-06	-9.07439999999999e-06	-9.02619999999999e-06	-9.29199999999999e-06	-8.58219999999999e-06	-8.49359999999999e-06
0.03	-9.90499999999999e-06	-1.00214e-05	-9.81779999999999e-06	-9.96519999999999e-06	-9.78779999999999e-06	-9.38259999999999e-06
0.025	-1.09388e-05	-1.09584e-05	-1.07042e-05	-1.0973e-05	-1.07336e-05	-1.02618e-05
0.02	-1.20984e-05	-1.20378e-05	-1.1848e-05	-1.22218e-05	-1.17448e-05	-1.1491138e-05
0.015	-1.330821e-05	-1.3277994e-05	-1.3073186e-05	-1.3263384e-05	-1.2925884e-05	-1.2544036e-05
0.01	-1.439603e-05	-1.4397582e-05	-1.4190158e-05	-1.4192152e-05	-1.3953252e-05	-1.3424756e-05
0.005	-1.559805e-05	-1.562897e-05	-1.53535966666667e-05	-1.53895866666667e-05	-1.51400866666667e-05	-1.46069266666667e-05
0	-1.65061e-05	-1.653394e-05	-1.620186e-05	-1.614584e-05	-1.586484e-05	-1.48336e-05
