<<<<<<< HEAD
415.44 1.56541295594681e-07
423.842 1.35555198164776e-07
432.245 1.19891994159774e-07
440.647 9.59566397744603e-08
449.049 9.46625058922573e-08
457.452 1.02736634482913e-07
465.854 1.26182066518866e-07
474.257 1.35958185584798e-07
482.659 1.45419289214397e-07
491.062 1.6543068641401e-07
499.464 1.62677470675431e-07
507.867 1.41831213865471e-07
516.269 1.26661505006961e-07
524.671 1.1774968797256e-07
533.074 1.35678545774908e-07
541.476 1.33725032330246e-07
549.879 1.23450837971244e-07
558.281 1.22160025806096e-07
566.684 1.25128072808495e-07
575.086 1.34801872029606e-07
583.488 1.32859388738031e-07
591.891 1.32621484908143e-07
600.293 1.15866861571596e-07
608.696 9.59982634156012e-08
617.098 8.05488692109449e-08
625.501 8.70239139514226e-08
633.903 9.01737459785563e-08
642.305 1.08933602111043e-07
650.708 1.17133866268232e-07
659.11 1.18399792323173e-07
667.513 1.09690692633308e-07
675.915 1.05035958712822e-07
684.318 1.05382725624507e-07
692.72 1.06250223097554e-07
693.72 1.45602191394583e-07
715.867 1.11352211085693e-07
738.014 1.02342948932662e-07
760.161 1.00002219586423e-07
782.307 1.07197082781015e-07
804.454 1.18859530701309e-07
826.601 7.74937884784833e-08
848.748 7.04160738285993e-08
870.895 1.05174623603827e-07
893.042 8.66410427626752e-08
915.189 6.85069597604338e-08
937.335 8.13674495423644e-08
959.482 7.52317951107915e-08
981.629 9.2093956718484e-08
1003.776 2.73435683940729e-07
1025.923 1.98788146387494e-07
1048.07 9.15052790452328e-08
1070.217 7.90224589700576e-08
1092.364 8.0241308178509e-08
1114.51 8.78028498078345e-08
1136.657 7.11032703202191e-08
1158.804 6.68424391037656e-08
1180.951 6.11105203790233e-08
1203.098 6.38028987219373e-08
1225.245 6.94332388169242e-08
1247.392 8.83865514122265e-08
1269.538 7.51280489335966e-08
1291.685 6.18956701564752e-08
1313.832 7.81883827339292e-08
1335.979 7.98905783328158e-08
1358.126 7.10352252698721e-08
1380.273 6.66384941844036e-08
1402.42 6.78043777018943e-08
1424.566 5.73651564291843e-08
1446.713 6.26199763904429e-08
1468.86 9.42022749038428e-08
1491.007 7.06938819149247e-08
1513.154 7.5596252374202e-08
1535.301 8.07836100319985e-08
1557.448 7.47432620464083e-08
1579.595 7.21533145410459e-08
1601.741 8.1725927775337e-08
1623.888 5.13890808363223e-08
1646.035 6.74939629781331e-08
1668.182 7.56726754867575e-08
1690.329 7.20849339191662e-08
1712.476 6.37101626367985e-08
1734.623 6.1182754035933e-08
1756.769 5.90730863328716e-08
1778.916 5.88715118111405e-08
1801.063 5.01285666791018e-08
1823.21 6.4237257364318e-08
1824.21 5.59364763179867e-08
1882.531 4.25955364551319e-08
1940.853 8.16667932083216e-08
1999.174 1.49425440494907e-07
2057.495 1.01474766709587e-07
2115.817 5.39817302187015e-08
2174.138 4.80882666879763e-08
2232.46 5.14842743972814e-08
2290.781 6.24701851660789e-08
2349.102 5.61687391237894e-08
2407.424 4.71275191445247e-08
2465.745 6.37947579570909e-08
2524.066 5.17962912281806e-08
2582.388 5.96079300716164e-08
2640.709 5.76237626549783e-08
2699.031 4.86547807477394e-08
2757.352 4.54324141285326e-08
2815.673 6.17773189969156e-08
2873.995 6.18561274040386e-08
2932.316 5.14802553866922e-08
2990.637 9.14929264039293e-08
3048.959 1.14477813626267e-07
3107.28 6.13349374820805e-08
3165.602 5.31436424179569e-08
3223.923 5.10151794996311e-08
3282.244 3.89478262991809e-08
3340.566 3.74777779088607e-08
3398.887 4.33905331732749e-08
3457.208 5.2582103661185e-08
3515.53 4.76086524888116e-08
3573.851 4.39584832260762e-08
3632.173 3.961114451895e-08
3690.494 5.39632464593497e-08
3748.815 5.49396720996863e-08
3807.137 4.35570365248599e-08
3865.458 3.95921181531817e-08
3923.779 4.54885121073884e-08
3982.101 4.23657464872273e-08
4040.422 5.90068368724499e-08
4098.744 6.27674626302422e-08
4157.065 5.06716556882709e-08
4215.386 4.19529708551487e-08
4273.708 3.64807421720957e-08
4332.029 4.23173889642874e-08
4390.35 4.13132785146288e-08
4448.672 4.8686863490652e-08
4506.993 4.72390789954984e-08
4565.315 4.4206258219161e-08
4623.636 3.866788630488e-08
4681.957 4.53162543421813e-08
4740.279 4.40806318613144e-08
4798.6 4.69680050516613e-08
4799.6 3.97079419777218e-08
4953.131 4.49715591997148e-08
5106.663 5.13146390530066e-08
5260.194 4.30143840176685e-08
5413.725 3.44743142968797e-08
5567.257 2.96069591907674e-08
5720.788 3.16886832086537e-08
5874.32 4.55573307333923e-08
6027.851 4.82434800122778e-08
6181.382 3.77092972940579e-08
6334.914 3.28366741238056e-08
6488.445 3.0271008323878e-08
6641.976 3.09861108945943e-08
6795.508 3.48105672819381e-08
6949.039 4.39674230292355e-08
7102.571 4.29069707679243e-08
7256.102 3.83682297163521e-08
7409.633 3.60777314138975e-08
7563.165 3.90259840880572e-08
7716.696 3.70015738807405e-08
7870.227 3.81936734609193e-08
8023.759 3.89192997892013e-08
8177.29 3.56238589242889e-08
8330.822 3.2151487130892e-08
8484.353 2.96494192205725e-08
8637.884 3.502648173583e-08
8791.416 2.84949501547788e-08
8944.947 2.90555564070768e-08
9098.478 2.62444661754354e-08
9252.01 3.15651707861756e-08
9405.541 3.81356790651632e-08
9559.073 3.51905889644301e-08
9712.604 3.21496162004343e-08
9866.135 2.98367171382779e-08
10019.667 4.05303932010458e-08
10173.198 4.13820763044695e-08
10326.729 3.58376375302545e-08
10480.261 3.49221050330601e-08
10633.792 2.47803150405819e-08
10787.324 2.93305584327995e-08
10940.855 3.27117981371533e-08
11094.386 3.42043105176721e-08
11247.918 2.91669453100105e-08
11401.449 2.70281997480397e-08
11554.98 3.72192859871176e-08
11708.512 3.03396012238611e-08
11862.043 3.08451161968112e-08
12015.575 3.26372271677179e-08
12169.106 3.17503586448983e-08
12322.637 2.50285680249312e-08
12476.169 2.76655523296854e-08
12629.7 2.7741525826313e-08
12630.7 3.09803835626686e-08
13034.822 3.45592711371252e-08
13438.943 2.74228385659174e-08
13843.065 2.36924896275461e-08
14247.186 2.12979431592607e-08
14651.308 2.36709984370996e-08
15055.429 2.37722261775877e-08
15459.551 2.44369823966946e-08
15863.673 2.75960129756388e-08
16267.794 3.34677223199077e-08
16671.916 3.10037676001032e-08
17076.037 2.18004634785213e-08
17480.159 1.78984888080896e-08
17884.28 2.12173877573436e-08
18288.402 2.34136973897919e-08
18692.524 2.22025682272772e-08
19096.645 1.99244166924463e-08
19500.767 2.07689340949934e-08
19904.888 2.23764052014521e-08
20309.01 2.18814970364608e-08
20713.131 1.77275556060371e-08
21117.253 1.82375607005866e-08
21521.375 2.08199312550734e-08
21925.496 1.93282326936406e-08
22329.618 1.76760040649857e-08
22733.739 1.91928096722285e-08
23137.861 1.93518261558896e-08
23541.982 1.89859491825728e-08
23946.104 2.06532726375456e-08
24350.225 2.33442553884034e-08
24754.347 2.48850904409906e-08
25158.469 2.10611199140572e-08
25562.59 2.21737498326675e-08
25966.712 2.35117902141634e-08
26370.833 2.1924424078666e-08
26774.955 2.03305817392393e-08
27179.076 2.0439194917199e-08
27583.198 2.07034741920324e-08
27987.32 1.956893080618e-08
28391.441 2.61081704195697e-08
28795.563 2.86829522550207e-08
29199.684 2.42363864971202e-08
29603.806 2.04361519845003e-08
30007.927 1.76014697590325e-08
30412.049 1.75512277751994e-08
30816.171 1.81704892837728e-08
31220.292 1.84656347853037e-08
31624.414 1.71224314263663e-08
32028.535 1.42802788645382e-08
32432.657 1.40713142031156e-08
32836.778 1.84853518150967e-08
33240.9 1.92064924802637e-08
33241.9 1.84173848941024e-08
34305.559 1.79887195600752e-08
35369.218 1.73792453522756e-08
36432.876 1.52367829302442e-08
37496.535 1.51147950373532e-08
38560.194 1.59284894610608e-08
39623.853 1.32911538522693e-08
40687.512 1.13325601949878e-08
41751.171 1.21293669316191e-08
42814.829 1.82370415461031e-08
43878.488 1.79921183546676e-08
44942.147 1.49539037202682e-08
46005.806 1.28770883197785e-08
47069.465 1.31248646317445e-08
48133.124 1.27015408902474e-08
49196.782 1.28663792685167e-08
50260.441 1.28470544370006e-08
51324.1 1.40990358314487e-08
52387.759 1.46462666950709e-08
53451.418 1.45368715330506e-08
54515.076 1.79461906898057e-08
55578.735 1.91356286843364e-08
56642.394 1.7164074217205e-08
57706.053 1.4038173829282e-08
58769.712 1.32076631461434e-08
59833.371 1.66282528473025e-08
60897.029 1.82510333742194e-08
61960.688 1.79215517988389e-08
63024.347 1.59781854919884e-08
64088.006 1.70227230722622e-08
65151.665 1.56425334270508e-08
66215.324 1.47852273589984e-08
67278.982 1.42283668893908e-08
68342.641 1.17874941656968e-08
69406.3 1.12433349434028e-08
70469.959 1.1998797617738e-08
71533.618 1.35441784439986e-08
72597.276 1.4298789478496e-08
73660.935 1.55103953113219e-08
74724.594 1.52673756108556e-08
75788.253 1.46391950051072e-08
76851.912 1.31127874748684e-08
77915.571 1.30853235690098e-08
78979.229 1.26149327818294e-08
80042.888 1.27267713878729e-08
81106.547 1.15120058046118e-08
82170.206 9.28012924071933e-09
83233.865 8.80080739714165e-09
84297.524 9.00460912487185e-09
85361.182 9.84690542940775e-09
86424.841 1.23390602336776e-08
87488.5 1.4033390665929e-08
87489.5 1.42444860679234e-08
90289.039 1.45910886255597e-08
93088.578 1.42305377121735e-08
95888.118 1.45866468530557e-08
98687.657 1.42298880381485e-08
101487.196 1.31741009174658e-08
104286.735 1.14364160878917e-08
107086.275 9.71160106480643e-09
109885.814 1.1515211105261e-08
112685.353 1.27062702067834e-08
115484.892 1.27038755426311e-08
118284.431 1.20054517821844e-08
121083.971 1.21229729342142e-08
123883.51 1.05073177328881e-08
126683.049 9.12820925601647e-09
129482.588 9.32572928314784e-09
132282.127 1.12109870898396e-08
135081.667 1.43885065872393e-08
137881.206 1.58728087465754e-08
140680.745 1.46273421998935e-08
143480.284 1.44295602717425e-08
146279.824 1.27809709633024e-08
149079.363 1.1005996132208e-08
151878.902 1.01321653361394e-08
154678.441 8.23903706452458e-09
157477.98 7.45921781696492e-09
160277.52 8.95282405204543e-09
163077.059 1.10151633302384e-08
165876.598 9.47697941634087e-09
168676.137 8.14647638225151e-09
171475.676 8.73594238186229e-09
174275.216 9.39484422884743e-09
177074.755 8.53417993733541e-09
179874.294 9.24060484543557e-09
182673.833 8.30359158800006e-09
185473.373 7.93354231667784e-09
188272.912 7.32664852826979e-09
191072.451 7.54893628005599e-09
193871.99 9.19019395817004e-09
196671.529 9.00381672339595e-09
199471.069 9.56058536926068e-09
202270.608 1.04667008564607e-08
205070.147 9.15704390143031e-09
207869.686 8.63225247155114e-09
210669.225 9.23150049288739e-09
213468.765 9.8498259752057e-09
216268.304 9.09644661195886e-09
219067.843 8.05097205898364e-09
221867.382 8.38826603044542e-09
224666.922 1.12377123358898e-08
227466.461 1.18196222748371e-08
230266 1.04221994841677e-08
230267 8.581469373014e-09
237635.294 1.06611300871858e-08
245003.588 7.93086986595472e-09
252371.882 8.81942166374717e-09
259740.176 1.06404175234061e-08
267108.471 1.12992983967843e-08
274476.765 8.0682343717338e-09
281845.059 7.55939937221492e-09
289213.353 9.67176925962195e-09
296581.647 9.23117156130608e-09
303949.941 8.40737865347243e-09
311318.235 8.07238025502225e-09
318686.529 8.25298259981487e-09
326054.824 8.3261215912565e-09
333423.118 8.5979433956441e-09
340791.412 9.16704039076839e-09
348159.706 8.1985658619219e-09
355528 7.10468198114389e-09
362896.294 7.52694229304266e-09
370264.588 8.60862222923877e-09
377632.882 6.73005735577319e-09
385001.176 7.96081575468496e-09
392369.471 1.03787299204551e-08
399737.765 8.13897589608178e-09
407106.059 9.3391647845418e-09
414474.353 8.05162689864831e-09
421842.647 7.91669326025316e-09
429210.941 7.89512935664507e-09
436579.235 8.46609912598947e-09
443947.529 8.12327968352045e-09
451315.824 8.30288892474413e-09
458684.118 7.28378873102163e-09
466052.412 7.38001284550098e-09
473420.706 7.04773700298272e-09
480789 7.36164411420473e-09
488157.294 6.55254381751685e-09
495525.588 6.59215623142231e-09
502893.882 8.17021656421565e-09
510262.176 7.80297215034538e-09
517630.471 5.94976844836294e-09
524998.765 8.15810656433746e-09
532367.059 8.27181705499279e-09
539735.353 9.52295688076912e-09
547103.647 9.13913871563377e-09
554471.941 8.41783283133806e-09
561840.235 8.92904048003116e-09
569208.529 6.60022582503649e-09
576576.824 5.23276733625131e-09
583945.118 6.51302399789123e-09
591313.412 7.48967023948752e-09
598681.706 6.38150696633474e-09
606050 6.14239592710044e-09
606051 4.91878537087208e-09
625444.118 6.0608489320884e-09
644837.235 6.95175819165439e-09
664230.353 6.23068784868975e-09
683623.471 5.89670350946787e-09
703016.588 5.46407883918161e-09
722409.706 5.02248066743745e-09
741802.824 7.34688535852301e-09
761195.941 6.73091069311786e-09
780589.059 5.32618369118145e-09
799982.176 6.7056241428572e-09
819375.294 6.47199722572775e-09
838768.412 7.10402698515093e-09
858161.529 5.98967324202585e-09
877554.647 6.16183610222936e-09
896947.765 7.14378772931349e-09
916340.882 7.42893518805476e-09
935734 4.23353449165869e-09
955127.118 4.78746774791469e-09
974520.235 6.88315025049253e-09
993913.353 5.14781566590114e-09
1013306.471 4.32609589228874e-09
1032699.588 5.34057040825507e-09
1052092.706 6.17505944268672e-09
1071485.824 5.94418495482896e-09
1090878.941 4.53379221314436e-09
1110272.059 5.32278916195684e-09
1129665.176 6.09240086649788e-09
1149058.294 5.53370240142389e-09
1168451.412 6.493478711112e-09
1187844.529 6.46170220384605e-09
1207237.647 5.21094454520256e-09
1226630.765 6.02615049343162e-09
1246023.882 5.30438135119573e-09
1265417 5.05256081259883e-09
1284810.118 4.78701328823322e-09
1304203.235 6.19036700958191e-09
1323596.353 3.92918941884819e-09
1342989.471 5.66620112355472e-09
1362382.588 4.09705830067899e-09
1381775.706 4.71858950914957e-09
1401168.824 3.90564034400974e-09
1420561.941 5.38854045541881e-09
1439955.059 6.90222751713544e-09
1459348.176 4.65134736090649e-09
1478741.294 5.98884962960648e-09
1498134.412 4.63676585813954e-09
1517527.529 4.57576567958036e-09
1536920.647 7.78711801088743e-09
1556313.765 6.29345418224211e-09
1575706.882 5.9552136628547e-09
1595100 6.32417234265953e-09
1595100 7.43251921849972e-09
1646141.765 5.72349380915904e-09
1697183.529 6.62211914906144e-09
1748225.294 5.3626062810717e-09
1799267.059 4.03867113356112e-09
1850308.824 5.96133120793381e-09
1901350.588 6.31990894170555e-09
1952392.353 5.17803977514086e-09
2003434.118 6.36678397380067e-09
2054475.882 4.32274213151649e-09
2105517.647 5.8739087172955e-09
2156559.412 5.1411771861089e-09
2207601.176 4.88262146129039e-09
2258642.941 5.3944476692768e-09
2309684.706 6.37730561402984e-09
2360726.471 6.48024456489572e-09
2411768.235 7.30429112753187e-09
2462810 6.34608648343817e-09
2513851.765 5.55376348755326e-09
2564893.529 6.3912665537667e-09
2615935.294 4.37860851313459e-09
2666977.059 5.62008718151017e-09
2718018.824 5.39310741700455e-09
2769060.588 5.10870720536998e-09
2820102.353 5.34283892709562e-09
2871144.118 5.50949250503916e-09
2922185.882 6.24767166784544e-09
2973227.647 5.87329001801903e-09
3024269.412 4.48052772402676e-09
3075311.176 5.42978660357341e-09
3126352.941 3.93350528262889e-09
3177394.706 5.21761864579577e-09
3228436.471 6.13917407348619e-09
3279478.235 6.21108878665778e-09
3330520 5.02301566076881e-09
3381561.765 5.05284209869673e-09
3432603.529 5.84648145288318e-09
3483645.294 4.49863986104696e-09
3534687.059 3.91528585877003e-09
3585728.824 4.24628561576183e-09
3636770.588 4.45427981373181e-09
3687812.353 5.62174038837423e-09
3738854.118 6.51932345223266e-09
3789895.882 4.08856756929476e-09
3840937.647 5.06288741069134e-09
3891979.412 5.45966972158699e-09
3943021.176 4.05492239984609e-09
3994062.941 5.82092848730412e-09
4045104.706 4.05520599701982e-09
4096146.471 5.08518731682053e-09
4147188.235 5.38668342130717e-09
4198230 5.38801700691974e-09
4198230 3.61780712071824e-09
4332570.588 3.8496911101905e-09
4466911.176 4.93931578845597e-09
4601251.765 4.54159796946394e-09
4735592.353 3.32978849266287e-09
4869932.941 5.12387458501955e-09
5004273.529 4.8662346835049e-09
5138614.118 4.55115239512159e-09
5272954.706 4.85866023558888e-09
5407295.294 4.02279205991372e-09
5541635.882 4.36113134598663e-09
5675976.471 4.50652810497736e-09
5810317.059 3.16439410327463e-09
5944657.647 6.02721687764859e-09
6078998.235 4.70012308838502e-09
6213338.824 4.03893124271157e-09
6347679.412 3.66975889183448e-09
6482020 3.88784912501799e-09
6616360.588 3.53508766195624e-09
6750701.176 5.85709094276525e-09
6885041.765 4.47856537462632e-09
7019382.353 3.66316325192069e-09
7153722.941 4.63700987113434e-09
7288063.529 5.4371359375561e-09
7422404.118 3.24490893396756e-09
7556744.706 5.10109900103184e-09
7691085.294 4.7824319342363e-09
7825425.882 4.11192835506086e-09
7959766.471 5.61366824861171e-09
8094107.059 4.51845800987824e-09
8228447.647 5.03852690982014e-09
8362788.235 6.25597585423008e-09
8497128.824 5.37757320318908e-09
8631469.412 5.04516877787483e-09
8765810 5.01157568680346e-09
8900150.588 3.51091832998419e-09
9034491.176 5.2463703023141e-09
9168831.765 4.64527780807544e-09
9303172.353 3.85558607586512e-09
9437512.941 4.4953351924433e-09
9571853.529 3.9851838959822e-09
9706194.118 3.45062678063533e-09
9840534.706 4.56009511747961e-09
9974875.294 5.27937747738012e-09
10109215.882 3.2672582619413e-09
10243556.471 4.52127471842004e-09
10377897.059 4.83813584795575e-09
10512237.647 5.38219515786845e-09
10646578.235 4.31676083462697e-09
10780918.824 4.03961316642473e-09
10915259.412 2.97211866278633e-09
11049600 3.33587637554461e-09
11049600 3.43292431012756e-09
11403174.51 3.86917824933086e-09
11756749.02 4.72164629552676e-09
12110323.529 3.00523101301698e-09
12463898.039 2.50889906313546e-09
12817472.549 3.45494860273365e-09
13171047.059 4.08162568427954e-09
13524621.569 4.08775863333994e-09
13878196.078 3.9804796070154e-09
14231770.588 3.52636631121766e-09
14585345.098 3.55893430428434e-09
14938919.608 3.96431910611718e-09
15292494.118 4.49096059704019e-09
15646068.627 3.03129630752736e-09
15999643.137 2.97582890730948e-09
16353217.647 2.88413959863771e-09
16706792.157 3.57036139931534e-09
17060366.667 2.31501778033216e-09
17413941.176 1.89227996773865e-09
17767515.686 2.51223335426878e-09
18121090.196 2.69276536419288e-09
18474664.706 2.10583710843978e-09
18828239.216 2.71521307938381e-09
19181813.725 2.75885768141621e-09
19535388.235 2.48932286924423e-09
19888962.745 1.90719890296337e-09
20242537.255 1.79284243871518e-09
20596111.765 3.64179495866132e-09
20949686.275 3.00199166237026e-09
21303260.784 2.69878386794417e-09
21656835.294 2.10963460668542e-09
22010409.804 3.19211806398957e-09
22363984.314 2.66156325049334e-09
22717558.824 2.06021666972068e-09
23071133.333 2.56624459649306e-09
23424707.843 3.30204786989338e-09
23778282.353 2.83432692375951e-09
24131856.863 2.36139506969731e-09
24485431.373 3.10993248689861e-09
24839005.882 2.3158312962165e-09
25192580.392 2.23368988485405e-09
25546154.902 2.30869160512094e-09
25899729.412 2.08610843269605e-09
26253303.922 1.45130845593686e-09
26606878.431 1.51157763764431e-09
26960452.941 2.0849398870918e-09
27314027.451 1.74978054933693e-09
27667601.961 1.88241209944917e-09
28021176.471 2.06196109401053e-09
28374750.98 1.49063680516666e-09
28728325.49 1.70821264817232e-09
29081900 1.73856670438791e-09
29081900 1.77704743753785e-09
30012498.039 2.05725005193086e-09
30943096.078 1.74059689648905e-09
31873694.118 1.87727933283244e-09
32804292.157 2.04705025652566e-09
33734890.196 1.44424919496119e-09
34665488.235 1.91891120084543e-09
35596086.275 1.37017642897999e-09
36526684.314 1.42000943002072e-09
37457282.353 1.06937357825738e-09
38387880.392 1.41050576825415e-09
39318478.431 1.57025529789118e-09
40249076.471 1.54413154601177e-09
41179674.51 1.62901453179552e-09
42110272.549 2.18071947485443e-09
43040870.588 1.32470137181355e-09
43971468.627 1.97641924572651e-09
44902066.667 1.62253195511251e-09
45832664.706 1.46415618481083e-09
46763262.745 1.83018147186256e-09
47693860.784 1.70420046350405e-09
48624458.824 1.97998836827097e-09
49555056.863 1.15749857387665e-09
50485654.902 1.84167749808947e-09
51416252.941 1.03425553024885e-09
52346850.98 1.8409318892879e-09
53277449.02 1.69072210036035e-09
54208047.059 1.69006456362455e-09
55138645.098 1.50722530096039e-09
56069243.137 1.48148497904068e-09
56999841.176 1.71315416266821e-09
57930439.216 1.00094790547324e-09
58861037.255 1.95156370178097e-09
59791635.294 1.51717597663613e-09
60722233.333 1.46132101419338e-09
61652831.373 1.14933577728574e-09
62583429.412 1.06946184498904e-09
63514027.451 1.57007312830558e-09
64444625.49 1.59755919799629e-09
65375223.529 1.18435937844975e-09
66305821.569 1.65642766829237e-09
67236419.608 1.81662937185961e-09
68167017.647 1.42159567447275e-09
69097615.686 1.93935705718399e-09
70028213.725 1.21988457365041e-09
70958811.765 1.57386733567592e-09
71889409.804 1.80957493737521e-09
72820007.843 1.22401615607447e-09
73750605.882 1.15189115676387e-09
74681203.922 1.90564736260118e-09
75611801.961 1.23342921805279e-09
76542400 1.05377861708877e-09
76542400 -0
78991686.275 1.1460669077036e-09
81440972.549 1.45584848374813e-09
83890258.824 1.58156730886124e-09
86339545.098 9.5944762450998e-10
88788831.373 1.25338108287014e-09
91238117.647 1.18581623989665e-09
93687403.922 -0
96136690.196 1.31866050114515e-08
98585976.471 -0
101035262.745 -0
103484549.02 -0
105933835.294 -0
108383121.569 -0
110832407.843 -0
113281694.118 2.10808086040339e-09
115730980.392 1.19312325360074e-09
118180266.667 5.24381607915891e-10
120629552.941 6.65232572949201e-10
123078839.216 -0
125528125.49 1.50760439723334e-09
127977411.765 -0
130426698.039 -0
132875984.314 -0
135325270.588 -0
137774556.863 -0
140223843.137 8.85891275881687e-10
142673129.412 1.46200107001413e-09
145122415.686 5.31358566321346e-10
147571701.961 5.97823656560762e-10
150020988.235 2.21499331997395e-09
152470274.51 1.58882621669598e-09
154919560.784 1.14292845103982e-09
157368847.059 -0
159818133.333 -0
162267419.608 4.54246241319452e-09
164716705.882 -0
167165992.157 5.68650675611359e-10
169615278.431 3.15744728433667e-09
172064564.706 2.59867982101648e-09
174513850.98 1.56435266424235e-09
176963137.255 -0
179412423.529 -0
181861709.804 2.73417860595175e-09
184310996.078 -0
186760282.353 -0
189209568.627 -0
191658854.902 2.41598484947735e-09
194108141.176 2.56636635429056e-09
196557427.451 -0
199006713.725 -0
201456000 -0
=======
101 1.68141504462834e-07
104.18 2.34993941220953e-07
107.361 2.60797877695282e-07
110.541 2.60686119969031e-07
113.721 2.7562647944635e-07
116.902 2.4015717844129e-07
120.082 2.0277210832798e-07
123.262 1.95749520524889e-07
126.443 1.94480839038824e-07
129.623 2.13257257377647e-07
132.803 1.97083509891906e-07
135.983 2.18213368784887e-07
139.164 2.24201423459597e-07
142.344 2.13893624887368e-07
145.524 1.73764462698172e-07
148.705 1.04862185465403e-07
151.885 1.26051332275123e-07
155.065 1.42413398299655e-07
158.246 1.6765130767228e-07
161.426 1.79028776540071e-07
164.606 1.62105175440077e-07
167.787 1.72572708223098e-07
170.967 1.97274222548218e-07
174.147 1.79032206730195e-07
177.328 1.62716548596743e-07
180.508 1.97204559375485e-07
183.688 2.17846411971504e-07
186.868 2.46298397737596e-07
190.049 2.65349920261839e-07
193.229 2.61289168755281e-07
196.409 2.27867159617097e-07
199.59 2.10388122672399e-07
202.77 2.04752033344368e-07
205.95 1.63577700732921e-07
209.131 1.50345389174764e-07
212.311 2.09795011852156e-07
215.491 2.24503512444112e-07
218.672 2.37482495351386e-07
221.852 2.37094095388201e-07
225.032 2.22287541336539e-07
228.213 2.07321155003228e-07
231.393 2.01084880873823e-07
234.573 2.18713538494838e-07
237.753 2.16578823570024e-07
240.934 2.28271222126089e-07
244.114 2.30517394963589e-07
247.294 2.17071626586152e-07
250.475 2.06261380866988e-07
253.655 1.86959074885281e-07
256.835 1.84099469652941e-07
260.016 1.84221546122334e-07
263.196 1.78982250415234e-07
264.196 6.86965553111805e-07
272.598 7.09691797710408e-07
281.001 7.27305581702195e-07
289.403 7.03340984327248e-07
297.806 6.73534757566983e-07
306.208 6.32361705213924e-07
314.611 5.95186566958502e-07
323.013 6.12228952639646e-07
331.415 6.28912229356301e-07
339.818 6.37789287589546e-07
348.22 6.38659140883567e-07
356.623 6.25296472020508e-07
365.025 6.22753180229656e-07
373.428 6.1318635328211e-07
381.83 6.00487852460508e-07
390.232 6.02630959393117e-07
398.635 6.0631414133444e-07
407.037 6.13499849639162e-07
415.44 6.22641056983926e-07
423.842 6.31330060858909e-07
432.245 6.30885967251406e-07
440.647 6.17082493082766e-07
449.049 6.06903185793427e-07
457.452 5.96853684665925e-07
465.854 5.72524774188116e-07
474.257 5.5654138848914e-07
482.659 5.35703028099874e-07
491.062 4.78650659270516e-07
499.464 4.57751381247623e-07
507.867 4.61550101239346e-07
516.269 4.71635019145232e-07
524.671 4.76692481732167e-07
533.074 4.72683495553086e-07
541.476 4.66638581699871e-07
549.879 4.68524526833513e-07
558.281 4.7087857966451e-07
566.684 4.65783090000615e-07
575.086 4.40414406299919e-07
583.488 4.28991143930066e-07
591.891 4.15502309268303e-07
600.293 3.9613797168517e-07
608.696 3.91763392505848e-07
617.098 3.68429122555835e-07
625.501 3.60968990341685e-07
633.903 3.58057853152193e-07
642.305 3.55369827707874e-07
650.708 3.62087269068075e-07
659.11 3.68015892026841e-07
667.513 3.50433251014988e-07
675.915 3.36115980223143e-07
684.318 3.20461762803443e-07
692.72 3.09176520565438e-07
693.72 1.28490888613124e-07
